S. No.,College Name,College Type,State Name
1412,Shivani Engineering College (Id: C-25030),Affiliated College,Tamil Nadu
1413,Shivani Institute of Technology (Id: C-25025),Affiliated College,Tamil Nadu
1414,Shivani School of Business Management (Id: C-29110),Affiliated College,Tamil Nadu
1415,Shree Motilal Kanhaiyalal Fomra Institute of Technology (Id: C-16508),Affiliated College,Tamil Nadu
1416,Shreenivasa Engineering College (Id: C-36976),Affiliated College,Tamil Nadu
1417,"SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY, SALEM (Id: C-45302)",Affiliated College,Tamil Nadu
1418,Shree Venkateshwara Hi-Tech Engineering College (Id: C-37087),Affiliated College,Tamil Nadu
1419,Shri Andal Alagar College of Engineering (Id: C-16464),Affiliated College,Tamil Nadu
1420,Shri Angalamman College of Engineering and Technology (Id: C-25051),Affiliated College,Tamil Nadu
1421,Shri Sapthagiri Institute of Technology (Id: C-16502),Affiliated College,Tamil Nadu
1422,SIGMA COLLEGE OF ARCHITECTURE (Id: C-48274),Affiliated College,Tamil Nadu
1423,Sir Isaac Newton College of Engineering and Technology (New) (Id: C-25002),Affiliated College,Tamil Nadu
1424,Sivaji College of Engineering and Technology (Id: C-27049),Affiliated College,Tamil Nadu
1425,"SKANDHA SCHOOL OF ARCHITECTURE, NAMAKKAL (Id: C-45298)",Affiliated College,Tamil Nadu
1426,S.K.P Engineering College (Id: C-16459),Affiliated College,Tamil Nadu
1427,S.K.P. Institute of Technology (Id: C-16524),Affiliated College,Tamil Nadu
1428,S.K.R Engineering College (Id: C-16593),Affiliated College,Tamil Nadu
1429,SMR East Coast College of Engineering and Technology (New) (Id: C-24982),Affiliated College,Tamil Nadu
1430,SNS College of Engineering (Id: C-37036),Affiliated College,Tamil Nadu
1431,SNS College of Technology (Id: C-36947),Affiliated College,Tamil Nadu
1432,SNT Global Academy of Management Studies and Technology (Id: C-36964),Affiliated College,Tamil Nadu
1433,Sona College of Technology (Id: C-37028),Affiliated College,Tamil Nadu
1434,Sree Krishna College of Engineering (Id: C-16501),Affiliated College,Tamil Nadu
1435,Sree Narayana Guru Institute of Management Studies (Id: C-37085),Affiliated College,Tamil Nadu
1436,Sree Sakthi Engineering College (Id: C-36956),Affiliated College,Tamil Nadu
1437,Sree Sastha College of Engineering (Id: C-16542),Affiliated College,Tamil Nadu
1438,Sree Sastha Institute of Engineering and Technology (Id: C-16491),Affiliated College,Tamil Nadu
1439,Sree Sowdambika College of Engineering (Id: C-27095),Affiliated College,Tamil Nadu
1440,SRG Engineering College (Id: C-37091),Affiliated College,Tamil Nadu
1441,Sri Aravindar Engineering College (Id: C-16601),Affiliated College,Tamil Nadu
1442,Sri Balaji Chockalingam Engineering College (Id: C-16460),Affiliated College,Tamil Nadu
1443,Sri Bharathi Engineering College for Women (Id: C-25017),Affiliated College,Tamil Nadu
1444,S.R.I. College of Engineering & Technology (Id: C-16612),Affiliated College,Tamil Nadu
1445,Sri Eshwar College of Engineering (Id: C-37057),Affiliated College,Tamil Nadu
1446,Sri Ganesh School of Business management (Id: C-37062),Affiliated College,Tamil Nadu
1447,Sriguru Institute Of Technology (Id: C-36994),Affiliated College,Tamil Nadu
1448,Sri Krishna College of Engineering (Id: C-16603),Affiliated College,Tamil Nadu
1449,Sri Krishna College of Engineering and Technology (Id: C-36995),Affiliated College,Tamil Nadu
1450,Sri Krishna College of Technology (Id: C-37064),Affiliated College,Tamil Nadu
1451,Sri Krishna Engineering College (Id: C-16597),Affiliated College,Tamil Nadu
1452,Sri Krishna Institute of Management (Id: C-37008),Affiliated College,Tamil Nadu
1453,Sri Krishna Institute of Technology (Id: C-16499),Affiliated College,Tamil Nadu
1454,Sri Lakshmi Ammal Engineering College (Id: C-16573),Affiliated College,Tamil Nadu
1455,Sri Muthukumaran Institute of Technology (Id: C-16531),Affiliated College,Tamil Nadu
1456,Sri Nandhanam College of Engineering and Technology (Id: C-16564),Affiliated College,Tamil Nadu
1457,Srinivasa Institute of Engineering and Technology (Id: C-16594),Affiliated College,Tamil Nadu
1458,Srinivasan Engineering College (Id: C-24995),Affiliated College,Tamil Nadu
1459,"Sri Raaja Raajan College of Engineering and Technology, Karaikudi (Id: C-26804)",Affiliated College,Tamil Nadu
1460,SRI RAMAKRISHNA COLLEGE OF ENGINEERING (Id: C-48280),Affiliated College,Tamil Nadu
1461,Sri Ramakrishna Engineering College (Id: C-37089),Affiliated College,Tamil Nadu
1462,Sri Ramakrishna Institute of Technology (Id: C-37032),Affiliated College,Tamil Nadu
1463,Sri Ramana Maharishi College of Engineering (Id: C-16492),Affiliated College,Tamil Nadu
1464,Sri Ramanathan Engineering College (Id: C-37077),Affiliated College,Tamil Nadu
1465,Sri Ramanujar Engineering College (Id: C-16583),Affiliated College,Tamil Nadu
1466,Sri Ram Engineering College (Id: C-16548),Affiliated College,Tamil Nadu
1467,"SRI RANGANATHAR INSTITUTE OF ENGINEERING AND TECHNOLOGY, COIMBATORE (Id: C-45288)",Affiliated College,Tamil Nadu
1468,Sri Rangapoopathy College of Engineering (Id: C-16606),Affiliated College,Tamil Nadu
1469,Sri Sairam Engineering College (Id: C-16547),Affiliated College,Tamil Nadu
1470,Sri Sai Ram Institute of Technology (Id: C-16476),Affiliated College,Tamil Nadu
1471,Sri Shakthi Institute of Engineering and Technology (Id: C-37080),Affiliated College,Tamil Nadu
1472,"SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY, SALEM (Id: C-45303)",Affiliated College,Tamil Nadu
1473,Sri Sivasubramaniya Nadar College of Engineering (Id: C-16604),Affiliated College,Tamil Nadu
1474,"Sri Subramanya College of Engineering and Technology, Palani (Id: C-26815)",Affiliated College,Tamil Nadu
1475,"SRI VENKATESHWARA INSTITUTE OF ENGINEERING, KRISHNAGIRI (Id: C-45293)",Affiliated College,Tamil Nadu
1476,Sri Venkateswaraa College of Technology (Id: C-16526),Affiliated College,Tamil Nadu
1477,Sri Venkateswara College of Computer Applications and Management (Id: C-37100),Affiliated College,Tamil Nadu
1478,Sri Venkateswara College of Engineering (Id: C-16572),Affiliated College,Tamil Nadu
1479,Sri Venkateswara College of Engineering and Technology (Id: C-16504),Affiliated College,Tamil Nadu
1480,Sri Venkateswara Institute of Information Technology and Management (Id: C-37024),Affiliated College,Tamil Nadu
1481,Sri Venkateswara Institute of Science and Technology (Id: C-16561),Affiliated College,Tamil Nadu
1482,Sri Vidya College of Engineering and Technology (Id: C-27059),Affiliated College,Tamil Nadu
1483,SRR Engineering College (Id: C-16552),Affiliated College,Tamil Nadu
1484,SRS College of Engineering & Technology (Id: C-36932),Affiliated College,Tamil Nadu
1485,SSM College of Engineering (Id: C-37002),Affiliated College,Tamil Nadu
1486,"SSM INSTITUTE OF ENGINEERING AND TECHNOLOGY, DINDIGUL (Id: C-45320)",Affiliated College,Tamil Nadu
1487,SSM School of Management and Computer Applications (Id: C-36936),Affiliated College,Tamil Nadu
1488,St.Anne's College of Engineering and Technology (Id: C-25062),Affiliated College,Tamil Nadu
1489,Star Lion College of Engineering and Technology (New) (Id: C-25016),Affiliated College,Tamil Nadu
1490,St. Johns College of Engineering & Technology for Women (Id: C-16579),Affiliated College,Tamil Nadu
1491,St. Joseph College of Engineering (Id: C-16549),Affiliated College,Tamil Nadu
1492,St. Josephs College of Engineering (Id: C-16537),Affiliated College,Tamil Nadu
1493,St.Joseph's College of Engineering and Technology (Id: C-25022),Affiliated College,Tamil Nadu
1494,"St. Michael College of Engineering and Technology, Kalayarkoil, Sivagangai Dist (Id: C-26808)",Affiliated College,Tamil Nadu
1495,St. Mother Theresa Engineering College (Id: C-27071),Affiliated College,Tamil Nadu
1496,St Peter's College of Engineering and Technology (Id: C-16511),Affiliated College,Tamil Nadu
1497,St.Xavier' Catholic College of Engineering (Id: C-27077),Affiliated College,Tamil Nadu
1498,Sudharsan Engineering College (Id: C-24990),Affiliated College,Tamil Nadu
1499,SUGUNA COLLEGE OF ENGINEERING (Id: C-48263),Affiliated College,Tamil Nadu
1500,Sun College of Engineering and Technology (Id: C-27065),Affiliated College,Tamil Nadu
1501,SUREYA COLLEGE OF ENGINEERING (Id: C-48281),Affiliated College,Tamil Nadu
1502,Surya College of Engineering and Technology (Id: C-16563),Affiliated College,Tamil Nadu
1503,Surya Engineering College (Id: C-36927),Affiliated College,Tamil Nadu
1504,Surya Institute of Management Studies (Id: C-16471),Affiliated College,Tamil Nadu
1505,S.Veerasamy Chettiar College of Engineering (Id: C-27063),Affiliated College,Tamil Nadu
1506,SVS College Of Engineering (Id: C-37084),Affiliated College,Tamil Nadu
1507,SVS Institute of Computer Applications (Id: C-37060),Affiliated College,Tamil Nadu
1508,SVS Institute of Management Studies (Id: C-36968),Affiliated College,Tamil Nadu
1509,SVS School of Architecture (Id: C-37078),Affiliated College,Tamil Nadu
1510,"Syed Ammal Engineering College, Lanthai, Ramanathapuram Dist (Id: C-26807)",Affiliated College,Tamil Nadu
1511,Tagore Engineering College (Id: C-16541),Affiliated College,Tamil Nadu
1512,Tagore Institute of Engineering and Technology (Id: C-37029),Affiliated College,Tamil Nadu
1513,Tamilnadu College of Engineering (Id: C-37010),Affiliated College,Tamil Nadu
1514,Tamilnadu School of Architecture (Id: C-37030),Affiliated College,Tamil Nadu
1515,Tamizhan College of Engineering and Technology (Id: C-27047),Affiliated College,Tamil Nadu
1516,Tejaa Shakthi Institute of Technology for Women (Id: C-37012),Affiliated College,Tamil Nadu
1517,"THAMIRABHARANI ENGINEERING COLLEGE, TIRUNELVELI (Id: C-45261)",Affiliated College,Tamil Nadu
1518,Thangavelu Engineering College (Id: C-16530),Affiliated College,Tamil Nadu
1519,THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (Id: C-48283),Affiliated College,Tamil Nadu
1520,The Kavery College of Engineering (Id: C-37040),Affiliated College,Tamil Nadu
1521,The Kavery Engineering College (Id: C-36948),Affiliated College,Tamil Nadu
1522,The New Royal College of Engineering and Technology (Id: C-16500),Affiliated College,Tamil Nadu
1523,"Theni Kamavar Sangam College of Technology, Theni (Id: C-26802)",Affiliated College,Tamil Nadu
1524,The Rajaas Engineering Colleges (Id: C-27069),Affiliated College,Tamil Nadu
1525,"Thiagarajar College of Engineering, Madurai (Id: C-26794)",Affiliated College,Tamil Nadu
1526,Thirumalai Engineering College (Id: C-16513),Affiliated College,Tamil Nadu
1527,Thiruvalluvar College of Engineering and Technology (Id: C-16507),Affiliated College,Tamil Nadu
1528,T.J. Institute of Technology (Id: C-16617),Affiliated College,Tamil Nadu
1529,T.J.S. Engineering College (Id: C-16619),Affiliated College,Tamil Nadu
1530,Trichy Engineering College (Id: C-24991),Affiliated College,Tamil Nadu
1531,TRP Engineering College (New) (Id: C-25028),Affiliated College,Tamil Nadu
1532,T.S.M. Jain College of Technology (Id: C-16559),Affiliated College,Tamil Nadu
1533,Udaya School of Engineerings (Id: C-27044),Affiliated College,Tamil Nadu
1534,"Ultra College of Engineering and Technology for Women, Madurai (Id: C-26813)",Affiliated College,Tamil Nadu
1535,United Institute of Technology (Id: C-36990),Affiliated College,Tamil Nadu
1536,"UNIVERSAL COLLEGE OF ENGINEERING TECHNOLOGY, TIRUNELVELI (Id: C-45260)",Affiliated College,Tamil Nadu
1537,University College of Engineering Arni (Id: C-16472),Constituent / University College,Tamil Nadu
1538,University College of Engineering Kancheepuram (Id: C-16461),Constituent / University College,Tamil Nadu
1539,University College of Engineering Nagercoil (Id: C-27035),Constituent / University College,Tamil Nadu
1540,University College of Engineering Tindivanam (Id: C-16598),Constituent / University College,Tamil Nadu
1541,University College of Engineering Villupuram (Id: C-16587),Constituent / University College,Tamil Nadu
1542,University Departments of Anna University of Technology Tirunelveli (Id: C-27033),Constituent / University College,Tamil Nadu
1543,University V.O.Chidambaranar College of Engineering Tuticorin (Id: C-27060),Constituent / University College,Tamil Nadu
1544,Unnamalai Institute of Technology (Id: C-27068),Affiliated College,Tamil Nadu
1545,VAIGAI COLLEGE OF ENGINEERING (Id: C-48272),Affiliated College,Tamil Nadu
1546,Valliammai Engineering College (Id: C-16624),Affiliated College,Tamil Nadu
1547,Vandayar Engineering College (Id: C-25041),Affiliated College,Tamil Nadu
1548,Varuvan Vadivelan Institute of Technology (Id: C-37092),Affiliated College,Tamil Nadu
1549,Vasavi Vidya Trust Group of Institutions Faculty of MBA (Id: C-36949),Affiliated College,Tamil Nadu
1550,VEDHANTHA INSTITUTE OF TECHNOLOGY (Id: C-48253),Affiliated College,Tamil Nadu
1551,Velalar College of Engineering and Technology (Id: C-37094),Affiliated College,Tamil Nadu
1552,"Velammal College of Engineering & Technology, Madurai (Id: C-26781)",Affiliated College,Tamil Nadu
1553,Velammal Engineering College (Id: C-16535),Affiliated College,Tamil Nadu
1554,Velammal Institute of Technology (Id: C-16550),Affiliated College,Tamil Nadu
1555,Vels Srinivasa College of Engineering and Technology (Id: C-16570),Affiliated College,Tamil Nadu
1556,Vel Tech (Id: C-16534),Affiliated College,Tamil Nadu
1557,Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College (Id: C-16616),Affiliated College,Tamil Nadu
1558,Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College (Id: C-16490),Affiliated College,Tamil Nadu
1559,Vetri Vinayaha College of Engineering and Technology (Id: C-25026),Affiliated College,Tamil Nadu
1560,"Vickram College of Engineering, Madurai Sivagangai Road, Enathi (Id: C-26777)",Affiliated College,Tamil Nadu
1561,"VIDHYA MANDHIR INSTITUTE OF TECHNOLOGY, ERODE (Id: C-45290)",Affiliated College,Tamil Nadu
1562,Vidyaa Vikas College of Engineering and Technology (Id: C-37047),Affiliated College,Tamil Nadu
1563,Vi Institute of Technology (Id: C-16568),Affiliated College,Tamil Nadu
1564,"Vijay Institute of Management, Dindigul (Id: C-26776)",Affiliated College,Tamil Nadu
1565,Vins Christian College of Engineering (Id: C-27032),Affiliated College,Tamil Nadu
1566,Vins Christian Women College of Engineering (Id: C-27036),Affiliated College,Tamil Nadu
1567,VIVEKANANDA INSTITUTE OF MANAGEMENT STUDIES (Id: C-48267),Affiliated College,Tamil Nadu
1568,Vivekanandha Business School for Women (Id: C-37034),Affiliated College,Tamil Nadu
1569,Vivekanandha College of Engineering for Women (Id: C-37022),Affiliated College,Tamil Nadu
1570,Vivekanandha College of Technology for Women (Id: C-36943),Affiliated College,Tamil Nadu
1571,Vivekanandha Engineering College for Women (Id: C-36957),Affiliated College,Tamil Nadu
1572,Vivekanandha Institute of Engineering and Technology for Women (Id: C-37018),Affiliated College,Tamil Nadu
1573,Vivekanandha Institute of Information and Management Studies (Id: C-37027),Affiliated College,Tamil Nadu
1574,VKS College of Engineering and Technology (Id: C-37020),Affiliated College,Tamil Nadu
1575,V.P.M.M.Engineering College (Id: C-27078),Affiliated College,Tamil Nadu
1576,"VPV COLLEGE OF ENGINEERING, THANEERPANTHAL, THENI (Id: C-45316)",Affiliated College,Tamil Nadu
1577,V.R.S. College of Engineering and Technology (Id: C-16516),Affiliated College,Tamil Nadu
1578,VSA Educational and Charitable Trusts Group of Institutions (Id: C-36993),Affiliated College,Tamil Nadu
1579,V.S.B COLLEGE OF ENGINEERING TECHNICAL CAMPUS (Id: C-48266),Affiliated College,Tamil Nadu
1580,V.S.B. Engineering College (Id: C-36944),Affiliated College,Tamil Nadu
1581,V.V.College of Engineering (Id: C-27074),Affiliated College,Tamil Nadu
1582,A. N. Magadh Medical College & Hospital (Id: C-43566),Affiliated College,Bihar
1583,Azmet Institute of Technology (Id: C-49561),Affiliated College,Bihar
1584,Bhagalpur College of Engineering (Id: C-42781),Affiliated College,Bihar
1585,Buddha Institute of Technology (Id: C-49123),Affiliated College,Bihar
1586,"College of Nursing, Kurji Holy Family Hospital (Id: C-46448)",Affiliated College,Bihar
1587,Darbhanga College of Engineering (Id: C-8753),Affiliated College,Bihar
1588,Darbhanga Medical College & Hospital (Id: C-8756),Affiliated College,Bihar
